transaction_id,card_id,date,amount,merchant_category
TXN0002062,CARD00067,2024-02-10,7979.33,Servicios
TXN0000245,CARD00009,2024-02-11,1244.35,Marketing
TXN0000393,CARD00014,2024-02-11,3888.95,Servicios
TXN0000699,CARD00024,2024-02-11,4359.0,Marketing
TXN0000871,CARD00030,2024-02-11,2587.01,Servicios
TXN0000896,CARD00030,2024-02-11,2789.3,Logística
TXN0001046,CARD00035,2024-02-11,4265.27,Marketing
TXN0001066,CARD00035,2024-02-11,3590.18,Servicios
TXN0001237,CARD00040,2024-02-11,1848.07,Insumos
TXN0001242,CARD00040,2024-02-11,4837.96,Servicios
TXN0001249,CARD00040,2024-02-11,3020.25,Servicios
TXN0001343,CARD00044,2024-02-11,4555.08,Insumos
TXN0001346,CARD00044,2024-02-11,6612.26,Servicios
TXN0001504,CARD00049,2024-02-11,4216.82,Renta
TXN0001514,CARD00049,2024-02-11,5156.36,Logística
TXN0001846,CARD00060,2024-02-11,5096.79,Renta
TXN0001934,CARD00062,2024-02-11,3576.91,Servicios
TXN0001973,CARD00063,2024-02-11,4058.54,Marketing
TXN0002022,CARD00066,2024-02-11,1887.71,Nómina
TXN0000531,CARD00019,2024-02-12,5472.75,Servicios
TXN0000648,CARD00022,2024-02-12,3239.66,Insumos
TXN0000905,CARD00031,2024-02-12,3380.55,Marketing
TXN0001198,CARD00039,2024-02-12,7184.34,Nómina
TXN0001271,CARD00041,2024-02-12,4461.68,Logística
TXN0001284,CARD00042,2024-02-12,684.9,Nómina
TXN0001416,CARD00045,2024-02-12,4479.72,Servicios
TXN0001523,CARD00049,2024-02-12,2414.06,Nómina
TXN0001554,CARD00050,2024-02-12,5796.08,Servicios
TXN0001595,CARD00051,2024-02-12,7868.91,Logística
TXN0001612,CARD00052,2024-02-12,4690.29,Logística
TXN0001613,CARD00053,2024-02-12,6416.04,Nómina
TXN0001785,CARD00058,2024-02-12,5107.17,Marketing
TXN0001797,CARD00058,2024-02-12,3486.33,Servicios
TXN0001867,CARD00060,2024-02-12,3941.07,Servicios
TXN0001930,CARD00062,2024-02-12,1406.88,Logística
TXN0000341,CARD00013,2024-02-13,3758.5,Insumos
TXN0000595,CARD00021,2024-02-13,451.31,Renta
TXN0000944,CARD00032,2024-02-13,5417.45,Servicios
TXN0001243,CARD00040,2024-02-13,3092.48,Insumos
TXN0001256,CARD00041,2024-02-13,6381.17,Logística
TXN0001573,CARD00050,2024-02-13,1933.8,Insumos
TXN0001746,CARD00056,2024-02-13,50.0,Logística
TXN0000319,CARD00012,2024-02-14,2847.52,Renta
TXN0000499,CARD00018,2024-02-14,4415.32,Insumos
TXN0000626,CARD00022,2024-02-14,4365.3,Logística
TXN0000629,CARD00022,2024-02-14,4175.99,Renta
TXN0000746,CARD00026,2024-02-14,3045.08,Insumos
TXN0000784,CARD00028,2024-02-14,4008.95,Logística
TXN0000851,CARD00029,2024-02-14,50.0,Renta
TXN0001020,CARD00034,2024-02-14,5020.68,Insumos
TXN0001125,CARD00037,2024-02-14,5024.66,Logística
TXN0001135,CARD00037,2024-02-14,3556.71,Renta
TXN0001564,CARD00050,2024-02-14,4000.54,Logística
TXN0001649,CARD00054,2024-02-14,4540.58,Renta
TXN0001660,CARD00054,2024-02-14,4179.21,Insumos
TXN0001696,CARD00055,2024-02-14,4155.99,Renta
TXN0001799,CARD00058,2024-02-14,3624.87,Logística
TXN0002065,CARD00067,2024-02-14,4969.72,Logística
TXN0000260,CARD00010,2024-02-15,6543.79,Nómina
TXN0000290,CARD00011,2024-02-15,5856.02,Marketing
TXN0000655,CARD00023,2024-02-15,4385.51,Nómina
TXN0001087,CARD00035,2024-02-15,3866.27,Renta
TXN0001938,CARD00062,2024-02-15,3132.59,Servicios
TXN0001959,CARD00063,2024-02-15,4565.9,Logística
TXN0000182,CARD00007,2024-02-16,2617.99,Insumos
TXN0000416,CARD00015,2024-02-16,1811.12,Renta
TXN0000583,CARD00021,2024-02-16,2493.51,Logística
TXN0000625,CARD00022,2024-02-16,4233.65,Logística
TXN0000825,CARD00028,2024-02-16,3131.33,Marketing
TXN0001044,CARD00034,2024-02-16,4284.33,Servicios
TXN0001580,CARD00051,2024-02-16,1543.38,Marketing
TXN0001588,CARD00051,2024-02-16,2153.64,Renta
TXN0001636,CARD00053,2024-02-16,956.28,Nómina
TXN0000149,CARD00006,2024-02-17,5150.36,Renta
TXN0000157,CARD00006,2024-02-17,2237.09,Nómina
TXN0000455,CARD00017,2024-02-17,3773.15,Logística
TXN0000519,CARD00019,2024-02-17,5019.88,Renta
TXN0000956,CARD00032,2024-02-17,3552.87,Logística
TXN0001218,CARD00040,2024-02-17,4615.91,Nómina
TXN0001350,CARD00044,2024-02-17,1823.66,Servicios
TXN0001471,CARD00047,2024-02-17,4873.06,Marketing
TXN0001774,CARD00058,2024-02-17,1633.16,Marketing
TXN0001814,CARD00059,2024-02-17,3004.03,Nómina
TXN0002016,CARD00065,2024-02-17,5461.36,Marketing
TXN0002057,CARD00067,2024-02-17,1777.07,Servicios
TXN0002098,CARD00068,2024-02-17,3510.73,Servicios
TXN0000492,CARD00018,2024-02-18,4013.71,Nómina
TXN0000899,CARD00030,2024-02-18,3844.09,Insumos
TXN0001174,CARD00038,2024-02-18,2772.55,Marketing
TXN0001314,CARD00042,2024-02-18,6843.87,Logística
TXN0001334,CARD00043,2024-02-18,2395.53,Marketing
TXN0001415,CARD00045,2024-02-18,2863.65,Nómina
TXN0001543,CARD00050,2024-02-18,4199.61,Renta
TXN0001997,CARD00064,2024-02-18,2410.4,Renta
TXN0000167,CARD00006,2024-02-19,2191.74,Nómina
TXN0000172,CARD00007,2024-02-19,5050.35,Renta
TXN0000210,CARD00008,2024-02-19,7992.57,Insumos
TXN0000251,CARD00009,2024-02-19,5737.27,Renta
TXN0000270,CARD00010,2024-02-19,3428.86,Logística
TXN0000389,CARD00014,2024-02-19,3169.17,Marketing
TXN0000487,CARD00018,2024-02-19,2878.89,Marketing
TXN0000597,CARD00021,2024-02-19,3817.8,Logística
TXN0000651,CARD00023,2024-02-19,3254.08,Renta
TXN0000815,CARD00028,2024-02-19,4923.09,Logística
TXN0001152,CARD00038,2024-02-19,5061.16,Renta
TXN0001417,CARD00045,2024-02-19,6906.56,Insumos
TXN0001556,CARD00050,2024-02-19,3316.27,Logística
TXN0001592,CARD00051,2024-02-19,2307.25,Servicios
TXN0001681,CARD00055,2024-02-19,4647.36,Renta
TXN0001813,CARD00059,2024-02-19,2715.56,Servicios
TXN0001853,CARD00060,2024-02-19,5543.92,Renta
TXN0002008,CARD00065,2024-02-19,4070.86,Servicios
TXN0000143,CARD00005,2024-02-20,4994.86,Marketing
TXN0000187,CARD00008,2024-02-20,2674.05,Nómina
TXN0000247,CARD00009,2024-02-20,4046.15,Logística
TXN0000590,CARD00021,2024-02-20,4433.53,Renta
TXN0000759,CARD00026,2024-02-20,4895.53,Marketing
TXN0001250,CARD00041,2024-02-20,3280.21,Servicios
TXN0001664,CARD00054,2024-02-20,3607.34,Logística
TXN0001862,CARD00060,2024-02-20,5738.86,Servicios
TXN0000027,CARD00001,2024-02-21,3535.63,Insumos
TXN0000064,CARD00003,2024-02-21,50.0,Servicios
TXN0000106,CARD00004,2024-02-21,4888.44,Insumos
TXN0000332,CARD00013,2024-02-21,6917.44,Logística
TXN0000575,CARD00020,2024-02-21,5253.68,Insumos
TXN0000615,CARD00022,2024-02-21,5382.32,Servicios
TXN0000692,CARD00024,2024-02-21,2301.62,Marketing
TXN0001163,CARD00038,2024-02-21,3077.61,Renta
TXN0001227,CARD00040,2024-02-21,4414.62,Logística
TXN0001729,CARD00056,2024-02-21,3404.76,Logística
TXN0001780,CARD00058,2024-02-21,2953.72,Servicios
TXN0000220,CARD00008,2024-02-22,5308.21,Insumos
TXN0000230,CARD00009,2024-02-22,2087.75,Insumos
TXN0000354,CARD00013,2024-02-22,5861.25,Servicios
TXN0000552,CARD00020,2024-02-22,4139.02,Servicios
TXN0000569,CARD00020,2024-02-22,7102.91,Nómina
TXN0000866,CARD00030,2024-02-22,3053.65,Insumos
TXN0001272,CARD00041,2024-02-22,4845.46,Logística
TXN0001445,CARD00047,2024-02-22,5205.61,Insumos
TXN0001448,CARD00047,2024-02-22,2767.33,Insumos
TXN0001653,CARD00054,2024-02-22,1634.8,Logística
TXN0001688,CARD00055,2024-02-22,3833.63,Servicios
TXN0002074,CARD00067,2024-02-22,1223.06,Insumos
TXN0000452,CARD00017,2024-02-23,3267.77,Insumos
TXN0000456,CARD00017,2024-02-23,1862.47,Nómina
TXN0000800,CARD00028,2024-02-23,1775.34,Servicios
TXN0001069,CARD00035,2024-02-23,5245.57,Insumos
TXN0001182,CARD00039,2024-02-23,4708.04,Marketing
TXN0001221,CARD00040,2024-02-23,7761.32,Marketing
TXN0001497,CARD00048,2024-02-23,6029.77,Insumos
TXN0001541,CARD00050,2024-02-23,4374.98,Servicios
TXN0001769,CARD00058,2024-02-23,4081.64,Renta
TXN0001948,CARD00063,2024-02-23,3388.67,Marketing
TXN0002104,CARD00068,2024-02-23,4478.58,Logística
TXN0000371,CARD00014,2024-02-24,4709.36,Logística
TXN0000435,CARD00016,2024-02-24,5620.27,Insumos
TXN0000461,CARD00017,2024-02-24,592.71,Nómina
TXN0000571,CARD00020,2024-02-24,3272.24,Nómina
TXN0000940,CARD00031,2024-02-24,3726.23,Nómina
TXN0001200,CARD00039,2024-02-24,1104.46,Marketing
TXN0001213,CARD00040,2024-02-24,5365.1,Logística
TXN0001302,CARD00042,2024-02-24,4462.24,Insumos
TXN0001380,CARD00044,2024-02-24,1444.37,Marketing
TXN0001494,CARD00048,2024-02-24,5310.62,Marketing
TXN0001518,CARD00049,2024-02-24,991.42,Logística
TXN0001598,CARD00052,2024-02-24,1137.79,Marketing
TXN0001686,CARD00055,2024-02-24,2244.4,Renta
TXN0001790,CARD00058,2024-02-24,3216.56,Logística
TXN0001924,CARD00061,2024-02-24,1873.08,Insumos
TXN0000011,CARD00001,2024-02-25,5138.96,Renta
TXN0000516,CARD00019,2024-02-25,2661.39,Insumos
TXN0000799,CARD00028,2024-02-25,3198.62,Marketing
TXN0000893,CARD00030,2024-02-25,1383.42,Logística
TXN0001090,CARD00036,2024-02-25,2856.2,Logística
TXN0001394,CARD00045,2024-02-25,3400.63,Insumos
TXN0001591,CARD00051,2024-02-25,4367.62,Logística
TXN0001599,CARD00052,2024-02-25,4218.58,Servicios
TXN0001789,CARD00058,2024-02-25,50.0,Marketing
TXN0001794,CARD00058,2024-02-25,4944.3,Marketing
TXN0001802,CARD00058,2024-02-25,659.58,Servicios
TXN0001914,CARD00061,2024-02-25,3606.17,Nómina
TXN0000273,CARD00010,2024-02-26,5033.65,Servicios
TXN0000584,CARD00021,2024-02-26,3838.65,Logística
TXN0000604,CARD00021,2024-02-26,4641.41,Renta
TXN0000696,CARD00024,2024-02-26,3090.1,Logística
TXN0000826,CARD00029,2024-02-26,4882.5,Renta
TXN0000842,CARD00029,2024-02-26,50.0,Servicios
TXN0001199,CARD00039,2024-02-26,2257.56,Servicios
TXN0001273,CARD00041,2024-02-26,2394.3,Insumos
TXN0000130,CARD00005,2024-02-27,3092.09,Marketing
TXN0000707,CARD00025,2024-02-27,6202.45,Logística
TXN0001057,CARD00035,2024-02-27,3861.91,Renta
TXN0001409,CARD00045,2024-02-27,1641.03,Insumos
TXN0001462,CARD00047,2024-02-27,3571.6,Renta
TXN0001540,CARD00050,2024-02-27,4597.43,Insumos
TXN0001601,CARD00052,2024-02-27,6485.03,Insumos
TXN0001690,CARD00055,2024-02-27,2931.87,Nómina
TXN0001727,CARD00056,2024-02-27,5858.83,Servicios
TXN0002001,CARD00065,2024-02-27,3063.23,Nómina
TXN0000140,CARD00005,2024-02-28,5373.34,Nómina
TXN0000659,CARD00023,2024-02-28,4152.88,Marketing
TXN0000888,CARD00030,2024-02-28,6582.12,Servicios
TXN0000923,CARD00031,2024-02-28,5099.46,Marketing
TXN0001033,CARD00034,2024-02-28,3422.16,Renta
TXN0001041,CARD00034,2024-02-28,50.0,Insumos
TXN0001461,CARD00047,2024-02-28,5824.86,Renta
TXN0001589,CARD00051,2024-02-28,5484.03,Renta
TXN0001685,CARD00055,2024-02-28,3295.95,Servicios
TXN0001743,CARD00056,2024-02-28,6193.18,Renta
TXN0000179,CARD00007,2024-02-29,5730.27,Nómina
TXN0000208,CARD00008,2024-02-29,3235.24,Insumos
TXN0000338,CARD00013,2024-02-29,137.31,Marketing
TXN0000380,CARD00014,2024-02-29,8000.91,Nómina
TXN0000550,CARD00020,2024-02-29,2435.73,Servicios
TXN0001059,CARD00035,2024-02-29,2525.46,Nómina
TXN0001261,CARD00041,2024-02-29,3625.76,Marketing
TXN0001289,CARD00042,2024-02-29,3648.84,Marketing
TXN0001640,CARD00053,2024-02-29,5984.01,Servicios
TXN0001798,CARD00058,2024-02-29,2175.96,Marketing
TXN0002049,CARD00067,2024-02-29,5404.52,Renta
TXN0000134,CARD00005,2024-03-01,2365.04,Marketing
TXN0000184,CARD00008,2024-03-01,719.3,Servicios
TXN0000200,CARD00008,2024-03-01,4788.63,Logística
TXN0000278,CARD00010,2024-03-01,4857.89,Servicios
TXN0000388,CARD00014,2024-03-01,5730.61,Marketing
TXN0000769,CARD00027,2024-03-01,2834.11,Servicios
TXN0000852,CARD00029,2024-03-01,2133.57,Marketing
TXN0001008,CARD00034,2024-03-01,3655.93,Renta
TXN0001114,CARD00036,2024-03-01,5392.24,Renta
TXN0001290,CARD00042,2024-03-01,5891.23,Nómina
TXN0001560,CARD00050,2024-03-01,4526.49,Servicios
TXN0001663,CARD00054,2024-03-01,4380.04,Insumos
TXN0001950,CARD00063,2024-03-01,5560.01,Renta
TXN0001978,CARD00063,2024-03-01,3415.02,Nómina
TXN0001979,CARD00064,2024-03-01,3672.57,Servicios
TXN0000334,CARD00013,2024-03-02,5168.34,Nómina
TXN0000616,CARD00022,2024-03-02,3149.5,Logística
TXN0000794,CARD00028,2024-03-02,2087.79,Renta
TXN0000862,CARD00029,2024-03-02,2840.0,Servicios
TXN0000890,CARD00030,2024-03-02,2954.27,Insumos
TXN0000947,CARD00032,2024-03-02,1445.16,Servicios
TXN0001124,CARD00037,2024-03-02,3169.83,Renta
TXN0001151,CARD00038,2024-03-02,1721.18,Marketing
TXN0001253,CARD00041,2024-03-02,3742.8,Insumos
TXN0001457,CARD00047,2024-03-02,3080.58,Nómina
TXN0001487,CARD00048,2024-03-02,5550.04,Insumos
TXN0001572,CARD00050,2024-03-02,4203.51,Marketing
TXN0001605,CARD00052,2024-03-02,3515.06,Marketing
TXN0001609,CARD00052,2024-03-02,2168.13,Nómina
TXN0001721,CARD00056,2024-03-02,4913.19,Nómina
TXN0001749,CARD00057,2024-03-02,1918.86,Insumos
TXN0001980,CARD00064,2024-03-02,3413.06,Insumos
TXN0001984,CARD00064,2024-03-02,3473.39,Insumos
TXN0002087,CARD00068,2024-03-02,3141.01,Marketing
TXN0000007,CARD00001,2024-03-03,4282.36,Renta
TXN0000019,CARD00001,2024-03-03,3307.0,Logística
TXN0000023,CARD00001,2024-03-03,7137.3,Logística
TXN0000518,CARD00019,2024-03-03,3749.93,Nómina
TXN0000642,CARD00022,2024-03-03,3364.83,Servicios
TXN0000647,CARD00022,2024-03-03,4754.21,Logística
TXN0000729,CARD00025,2024-03-03,4676.33,Nómina
TXN0000780,CARD00027,2024-03-03,7257.27,Renta
TXN0000993,CARD00033,2024-03-03,5708.27,Logística
TXN0001263,CARD00041,2024-03-03,4963.79,Insumos
TXN0001316,CARD00043,2024-03-03,3700.69,Nómina
TXN0001449,CARD00047,2024-03-03,3975.6,Insumos
TXN0001697,CARD00055,2024-03-03,2339.58,Insumos
TXN0001809,CARD00058,2024-03-03,4793.57,Nómina
TXN0000086,CARD00004,2024-03-04,2227.74,Servicios
TXN0000113,CARD00004,2024-03-04,1559.45,Nómina
TXN0000119,CARD00004,2024-03-04,3764.61,Logística
TXN0000135,CARD00005,2024-03-04,5323.15,Renta
TXN0000169,CARD00007,2024-03-04,4663.12,Insumos
TXN0000250,CARD00009,2024-03-04,4913.37,Renta
TXN0000467,CARD00017,2024-03-04,1258.39,Renta
TXN0001524,CARD00049,2024-03-04,724.8,Servicios
TXN0001757,CARD00057,2024-03-04,4331.34,Insumos
TXN0000004,CARD00001,2024-03-05,2237.95,Insumos
TXN0000050,CARD00002,2024-03-05,3015.71,Insumos
TXN0000126,CARD00005,2024-03-05,50.0,Marketing
TXN0000203,CARD00008,2024-03-05,5639.37,Logística
TXN0000419,CARD00015,2024-03-05,2473.34,Logística
TXN0000881,CARD00030,2024-03-05,3084.62,Renta
TXN0000925,CARD00031,2024-03-05,2816.19,Renta
TXN0000926,CARD00031,2024-03-05,2562.86,Renta
TXN0001321,CARD00043,2024-03-05,3141.0,Marketing
TXN0001436,CARD00046,2024-03-05,5286.4,Renta
TXN0001552,CARD00050,2024-03-05,2532.14,Servicios
TXN0001614,CARD00053,2024-03-05,5108.48,Marketing
TXN0001921,CARD00061,2024-03-05,3461.67,Logística
TXN0002010,CARD00065,2024-03-05,4748.55,Logística
TXN0000057,CARD00002,2024-03-06,1895.93,Marketing
TXN0000139,CARD00005,2024-03-06,3762.53,Servicios
TXN0000198,CARD00008,2024-03-06,5741.0,Renta
TXN0000216,CARD00008,2024-03-06,4229.95,Insumos
TXN0000276,CARD00010,2024-03-06,6769.31,Marketing
TXN0000356,CARD00013,2024-03-06,4698.6,Servicios
TXN0000523,CARD00019,2024-03-06,4006.8,Insumos
TXN0000580,CARD00021,2024-03-06,2175.99,Servicios
TXN0000946,CARD00032,2024-03-06,730.17,Insumos
TXN0001143,CARD00038,2024-03-06,3675.04,Insumos
TXN0001150,CARD00038,2024-03-06,3139.28,Servicios
TXN0001525,CARD00049,2024-03-06,4265.66,Logística
TXN0001631,CARD00053,2024-03-06,3190.34,Renta
TXN0001897,CARD00061,2024-03-06,5213.78,Servicios
TXN0002045,CARD00067,2024-03-06,600.06,Logística
TXN0000199,CARD00008,2024-03-07,3925.96,Logística
TXN0000212,CARD00008,2024-03-07,3410.45,Renta
TXN0000324,CARD00012,2024-03-07,3878.9,Logística
TXN0000853,CARD00029,2024-03-07,3501.23,Servicios
TXN0000922,CARD00031,2024-03-07,3065.23,Insumos
TXN0001520,CARD00049,2024-03-07,50.0,Nómina
TXN0001606,CARD00052,2024-03-07,3471.78,Marketing
TXN0001683,CARD00055,2024-03-07,1313.5,Servicios
TXN0001725,CARD00056,2024-03-07,7495.8,Renta
TXN0001928,CARD00062,2024-03-07,4265.0,Logística
TXN0002094,CARD00068,2024-03-07,3211.65,Renta
TXN0000028,CARD00001,2024-03-08,6614.55,Insumos
TXN0000051,CARD00002,2024-03-08,3788.76,Logística
TXN0000147,CARD00006,2024-03-08,3598.93,Marketing
TXN0001176,CARD00038,2024-03-08,5561.84,Insumos
TXN0001257,CARD00041,2024-03-08,5390.56,Marketing
TXN0001366,CARD00044,2024-03-08,2817.86,Logística
TXN0001425,CARD00046,2024-03-08,1134.84,Marketing
TXN0001558,CARD00050,2024-03-08,2434.57,Insumos
TXN0001575,CARD00050,2024-03-08,50.0,Renta
TXN0001662,CARD00054,2024-03-08,4611.49,Renta
TXN0001668,CARD00054,2024-03-08,2352.79,Logística
TXN0001669,CARD00054,2024-03-08,5613.96,Renta
TXN0001670,CARD00054,2024-03-08,4867.7,Logística
TXN0001887,CARD00061,2024-03-08,4014.46,Marketing
TXN0000607,CARD00021,2024-03-09,2319.74,Insumos
TXN0000637,CARD00022,2024-03-09,3524.16,Servicios
TXN0000685,CARD00024,2024-03-09,5573.66,Logística
TXN0000712,CARD00025,2024-03-09,5493.75,Renta
TXN0000760,CARD00026,2024-03-09,6247.17,Renta
TXN0000960,CARD00032,2024-03-09,1921.32,Nómina
TXN0001063,CARD00035,2024-03-09,4435.3,Servicios
TXN0001092,CARD00036,2024-03-09,4612.6,Insumos
TXN0001098,CARD00036,2024-03-09,5117.09,Nómina
TXN0001323,CARD00043,2024-03-09,5146.5,Renta
TXN0001405,CARD00045,2024-03-09,2923.18,Renta
TXN0001566,CARD00050,2024-03-09,3831.12,Servicios
TXN0001616,CARD00053,2024-03-09,4514.24,Renta
TXN0001740,CARD00056,2024-03-09,3024.3,Servicios
TXN0002004,CARD00065,2024-03-09,5165.64,Renta
TXN0000225,CARD00009,2024-03-10,2260.58,Servicios
TXN0000307,CARD00011,2024-03-10,2349.12,Insumos
TXN0000534,CARD00019,2024-03-10,1558.47,Marketing
TXN0000608,CARD00021,2024-03-10,4165.73,Marketing
TXN0000701,CARD00024,2024-03-10,2343.34,Servicios
TXN0000978,CARD00033,2024-03-10,1374.86,Nómina
TXN0000979,CARD00033,2024-03-10,8613.15,Servicios
TXN0000176,CARD00007,2024-03-11,6350.21,Servicios
TXN0000624,CARD00022,2024-03-11,5070.31,Marketing
TXN0000689,CARD00024,2024-03-11,3532.0,Marketing
TXN0001006,CARD00034,2024-03-11,2159.68,Servicios
TXN0001132,CARD00037,2024-03-11,3235.6,Nómina
TXN0001142,CARD00038,2024-03-11,2669.92,Servicios
TXN0001190,CARD00039,2024-03-11,2492.63,Logística
TXN0001381,CARD00044,2024-03-11,4095.86,Logística
TXN0001406,CARD00045,2024-03-11,3798.89,Renta
TXN0001489,CARD00048,2024-03-11,2507.43,Logística
TXN0001506,CARD00049,2024-03-11,2239.1,Logística
TXN0001817,CARD00059,2024-03-11,2323.63,Marketing
TXN0001889,CARD00061,2024-03-11,6897.35,Nómina
TXN0002107,CARD00068,2024-03-11,3339.76,Renta
TXN0000084,CARD00004,2024-03-12,2135.15,Insumos
TXN0000132,CARD00005,2024-03-12,3600.16,Servicios
TXN0000398,CARD00015,2024-03-12,4356.28,Logística
TXN0000445,CARD00017,2024-03-12,1853.29,Servicios
TXN0000657,CARD00023,2024-03-12,4205.93,Logística
TXN0000793,CARD00028,2024-03-12,2656.11,Logística
TXN0000869,CARD00030,2024-03-12,3210.45,Servicios
TXN0001037,CARD00034,2024-03-12,2076.35,Servicios
TXN0001337,CARD00043,2024-03-12,2566.87,Marketing
TXN0001342,CARD00044,2024-03-12,2848.15,Servicios
TXN0001359,CARD00044,2024-03-12,3590.19,Marketing
TXN0001901,CARD00061,2024-03-12,3744.45,Marketing
TXN0001904,CARD00061,2024-03-12,754.46,Nómina
TXN0002063,CARD00067,2024-03-12,6003.88,Logística
TXN0000018,CARD00001,2024-03-13,442.54,Marketing
TXN0000201,CARD00008,2024-03-13,5266.08,Servicios
TXN0000238,CARD00009,2024-03-13,2398.74,Logística
TXN0000481,CARD00018,2024-03-13,1768.33,Marketing
TXN0000542,CARD00020,2024-03-13,1213.85,Renta
TXN0001064,CARD00035,2024-03-13,3223.58,Insumos
TXN0001384,CARD00044,2024-03-13,2422.88,Insumos
TXN0001402,CARD00045,2024-03-13,2973.86,Marketing
TXN0001742,CARD00056,2024-03-13,4690.1,Insumos
TXN0001937,CARD00062,2024-03-13,5236.53,Marketing
TXN0000054,CARD00002,2024-03-14,2906.43,Insumos
TXN0000352,CARD00013,2024-03-14,5068.77,Nómina
TXN0000364,CARD00014,2024-03-14,2350.28,Logística
TXN0000545,CARD00020,2024-03-14,5142.98,Marketing
TXN0000622,CARD00022,2024-03-14,3586.12,Logística
TXN0000682,CARD00024,2024-03-14,3255.77,Insumos
TXN0000690,CARD00024,2024-03-14,4271.23,Nómina
TXN0000816,CARD00028,2024-03-14,4125.52,Logística
TXN0000836,CARD00029,2024-03-14,5476.52,Insumos
TXN0001519,CARD00049,2024-03-14,3619.43,Renta
TXN0001717,CARD00056,2024-03-14,5762.41,Marketing
TXN0002060,CARD00067,2024-03-14,1361.98,Nómina
TXN0000002,CARD00001,2024-03-15,1897.84,Nómina
TXN0000081,CARD00003,2024-03-15,3486.68,Nómina
TXN0000483,CARD00018,2024-03-15,2210.91,Servicios
TXN0000872,CARD00030,2024-03-15,5306.68,Logística
TXN0001133,CARD00037,2024-03-15,6273.48,Nómina
TXN0001146,CARD00038,2024-03-15,2563.76,Marketing
TXN0001259,CARD00041,2024-03-15,2673.27,Renta
TXN0001304,CARD00042,2024-03-15,4746.94,Servicios
TXN0001666,CARD00054,2024-03-15,5380.85,Nómina
TXN0001775,CARD00058,2024-03-15,4859.11,Servicios
TXN0001916,CARD00061,2024-03-15,4054.36,Servicios
TXN0002012,CARD00065,2024-03-15,1655.68,Insumos
TXN0000197,CARD00008,2024-03-16,2867.48,Servicios
TXN0000329,CARD00013,2024-03-16,572.73,Logística
TXN0000470,CARD00017,2024-03-16,3962.84,Nómina
TXN0000609,CARD00022,2024-03-16,2947.54,Nómina
TXN0000619,CARD00022,2024-03-16,5084.87,Nómina
TXN0001149,CARD00038,2024-03-16,5377.08,Marketing
TXN0001164,CARD00038,2024-03-16,3800.14,Marketing
TXN0001421,CARD00045,2024-03-16,3435.36,Renta
TXN0001501,CARD00049,2024-03-16,868.31,Servicios
TXN0001695,CARD00055,2024-03-16,5559.58,Logística
TXN0001908,CARD00061,2024-03-16,2492.88,Insumos
TXN0000030,CARD00001,2024-03-17,3809.98,Servicios
TXN0000591,CARD00021,2024-03-17,1858.77,Renta
TXN0000725,CARD00025,2024-03-17,4115.61,Logística
TXN0000894,CARD00030,2024-03-17,3574.77,Marketing
TXN0001061,CARD00035,2024-03-17,5036.53,Marketing
TXN0001286,CARD00042,2024-03-17,691.94,Renta
TXN0001502,CARD00049,2024-03-17,4508.84,Servicios
TXN0000183,CARD00008,2024-03-18,4867.79,Marketing
TXN0000241,CARD00009,2024-03-18,6515.52,Nómina
TXN0000396,CARD00014,2024-03-18,4556.6,Renta
TXN0000432,CARD00016,2024-03-18,4631.93,Renta
TXN0000757,CARD00026,2024-03-18,2844.29,Insumos
TXN0000778,CARD00027,2024-03-18,3639.98,Nómina
TXN0000829,CARD00029,2024-03-18,5138.45,Marketing
TXN0000999,CARD00033,2024-03-18,3241.66,Marketing
TXN0001003,CARD00034,2024-03-18,50.0,Servicios
TXN0001074,CARD00035,2024-03-18,6743.91,Logística
TXN0001245,CARD00040,2024-03-18,3974.05,Logística
TXN0001741,CARD00056,2024-03-18,2315.13,Nómina
TXN0001781,CARD00058,2024-03-18,5664.07,Logística
TXN0001811,CARD00059,2024-03-18,2558.67,Nómina
TXN0001857,CARD00060,2024-03-18,4093.38,Insumos
TXN0002088,CARD00068,2024-03-18,3849.17,Servicios
TXN0000010,CARD00001,2024-03-19,2427.02,Renta
TXN0000136,CARD00005,2024-03-19,3839.25,Insumos
TXN0000339,CARD00013,2024-03-19,3937.52,Marketing
TXN0000683,CARD00024,2024-03-19,2874.06,Insumos
TXN0001747,CARD00056,2024-03-19,3446.85,Nómina
TXN0002055,CARD00067,2024-03-19,3935.54,Servicios
TXN0000001,CARD00001,2024-03-20,1970.1,Logística
TXN0000114,CARD00004,2024-03-20,5220.37,Insumos
TXN0000164,CARD00006,2024-03-20,3226.8,Nómina
TXN0000227,CARD00009,2024-03-20,3390.63,Nómina
TXN0000502,CARD00018,2024-03-20,3807.49,Marketing
TXN0000527,CARD00019,2024-03-20,2567.43,Nómina
TXN0000539,CARD00019,2024-03-20,50.0,Logística
TXN0000649,CARD00022,2024-03-20,3490.45,Insumos
TXN0000782,CARD00027,2024-03-20,1374.07,Nómina
TXN0000830,CARD00029,2024-03-20,5950.08,Renta
TXN0001351,CARD00044,2024-03-20,5083.95,Marketing
TXN0001390,CARD00045,2024-03-20,4733.1,Insumos
TXN0001545,CARD00050,2024-03-20,2898.61,Logística
TXN0001692,CARD00055,2024-03-20,970.69,Nómina
TXN0001765,CARD00057,2024-03-20,3384.89,Insumos
TXN0001849,CARD00060,2024-03-20,3585.47,Servicios
TXN0001975,CARD00063,2024-03-20,1147.48,Marketing
